"About the data: Exported on Jun 01, 2020. Criteria: Text - '""water insecurity"" OR ""water security"" ' in title and abstract. For more information, please see https://app.dimensions.ai/datasources. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,Publisher,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,RCDC Categories,HRCS HC Categories,HRCS RAC Categories,ICRP Cancer Types,ICRP CSO Categories,Units of Assessment,Sustainable Development Goals
50,pub.1015000828,10.1016/j.pce.2013.09.012,,,"An analysis of factors contributing to household water security problems and threats in different settlement categories of Ngamiland, Botswana",Physics and Chemistry of the Earth Parts A/B/C,,Elsevier,,2014,2014,67,,187-201,Closed,Article,"Kujinga, Krasposy; Vanderpost, Cornelis; Mmopelwa, Gagoitseope; Wolski, Piotr","Kujinga, Krasposy (University of Botswana)","Kujinga, Krasposy (University of Botswana); Vanderpost, Cornelis (University of Botswana); Mmopelwa, Gagoitseope (University of Botswana); Wolski, Piotr (University of Botswana)",University of Botswana,grid.7621.2,Gaborone,,Botswana,,,,,,13,8,,1.9,3,,https://app.dimensions.ai/details/publication/pub.1015000828,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,Clinical Research,Generic Health Relevance,,,,B12 Engineering,6 Clean Water and Sanitation
45,pub.1029958580,10.1007/978-94-007-7323-3_18,,,Water Security: A Genealogy of Emerging Discourses,,Globalized Water,Springer Nature,,2014,2014,,,261-276,Closed,Chapter,"Staddon, Chad; James, Nick","Staddon, Chad (University of the West of England)","Staddon, Chad (University of the West of England); James, Nick (The Open University)",University of the West of England; The Open University,grid.6518.a; grid.10837.3d,Bristol; Milton Keynes,South Gloucestershire; ,United Kingdom; United Kingdom,,,,,,8,5,,5.35,1,,https://app.dimensions.ai/details/publication/pub.1029958580,1606 Political Science; 16 Studies in Human Society,,,,,,C19 Politics and International Studies,
43,pub.1005515653,10.1016/b978-0-12-411466-1.00004-5,,,Chapter 4 Prevention,,"Drinking Water Security for Engineers, Planners, and Managers",Elsevier,,2014,2014,,,69-81,Closed,Chapter,"Jain, Ravi; Camarillo, Mary Kay; Stringfellow, William T.",,"Jain, Ravi (); Camarillo, Mary Kay (); Stringfellow, William T. ()",,,,,,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1005515653,09 Engineering; 0907 Environmental Engineering,Comparative Effectiveness Research; Prevention,,,,,B12 Engineering,
40,pub.1005959147,10.1016/b978-0-12-411466-1.00001-x,,,Chapter 1 Introduction,,"Drinking Water Security for Engineers, Planners, and Managers",Elsevier,,2014,2014,,,1-10,Closed,Chapter,"Jain, Ravi; Camarillo, Mary Kay; Stringfellow, William T.",,"Jain, Ravi (); Camarillo, Mary Kay (); Stringfellow, William T. ()",,,,,,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1005959147,09 Engineering; 0907 Environmental Engineering,Prevention,,,,,B11 Computer Science and Informatics,14 Life Below Water
35,pub.1099137999,10.2991/meic-14.2014.270,,,Nonlinear Finite Element Analysis for Penstock Laid on Downstream Surface of Overfall Dam of Longtan Hydropower Station,Advances in Engineering Research,"Proceedings of the 2014 International Conference on Mechatronics, Electronic, Industrial and Control Engineering",Atlantis Press,,2014,2014,,,,All OA; Hybrid,Proceeding,"Liu, Keding; Yang, Zhichao",,"Liu, Keding (); Yang, Zhichao ()",,,,,,,,,,,0,0,,0.0,,https://download.atlantis-press.com/article/15236.pdf,https://app.dimensions.ai/details/publication/pub.1099137999,0905 Civil Engineering; 09 Engineering,,,,,,B12 Engineering,7 Affordable and Clean Energy
35,pub.1099138001,10.2991/meic-14.2014.272,,,Finite Element Analysis for Steel Bifurcation Pipe of Zhanghewan Pumped Storage Power Station,Advances in Engineering Research,"Proceedings of the 2014 International Conference on Mechatronics, Electronic, Industrial and Control Engineering",Atlantis Press,,2014,2014,,,,All OA; Hybrid,Proceeding,"Liu, Keding; Yang, Zhichao",,"Liu, Keding (); Yang, Zhichao ()",,,,,,,,,,,1,1,,0.32,,http://download.atlantis-press.com/php/download_paper.php?id=15238,https://app.dimensions.ai/details/publication/pub.1099138001,0905 Civil Engineering; 09 Engineering,,,,,,B12 Engineering,7 Affordable and Clean Energy
35,pub.1099137996,10.2991/meic-14.2014.268,,,Finite Element Analysis of Shaba Inverted Siphon Structure,Advances in Engineering Research,"Proceedings of the 2014 International Conference on Mechatronics, Electronic, Industrial and Control Engineering",Atlantis Press,,2014,2014,,,,All OA; Hybrid,Proceeding,"Liu, Keding; Yang, Zhichao",,"Liu, Keding (); Yang, Zhichao ()",,,,,,,,,,,0,0,,0.0,,https://download.atlantis-press.com/article/15234.pdf,https://app.dimensions.ai/details/publication/pub.1099137996,0905 Civil Engineering; 09 Engineering,,,,,,B12 Engineering,
35,pub.1033664896,10.1016/b978-0-12-411466-1.00002-1,,,Chapter 2 U.S. Regulatory Environment and Planning for Water Security,,"Drinking Water Security for Engineers, Planners, and Managers",Elsevier,,2014,2014,,,11-44,Closed,Chapter,"Jain, Ravi; Camarillo, Mary Kay; Stringfellow, William T.",,"Jain, Ravi (); Camarillo, Mary Kay (); Stringfellow, William T. ()",,,,,,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1033664896,08 Information and Computing Sciences; 0806 Information Systems,,,,,,B12 Engineering,
28,pub.1042671385,10.1007/978-94-017-8878-6_29,,,"System Harmonisation of Land and Water Resources in Peri-urban Regions: Lessons from Western Sydney, Australia",Water Science and Technology Library,"The Security of Water, Food, Energy and Liveability of Cities",Springer Nature,,2014,2014,71,,383-392,Closed,Chapter,"Maheshwari, B.; Simmons, B.","Maheshwari, B. (Western Sydney University)","Maheshwari, B. (Western Sydney University); Simmons, B. (Western Sydney University)",Western Sydney University,grid.1029.a,Richmond,New South Wales,Australia,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1042671385,09 Engineering; 0502 Environmental Science and Management; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,,,,,,"C13 Architecture, Built Environment and Planning",6 Clean Water and Sanitation
28,pub.1030561445,10.1007/978-94-017-8878-6_34,,,Adaptive Governance for Extreme Events in Peri-urban Areas: A Case Study of the Greater Western Sydney,Water Science and Technology Library,"The Security of Water, Food, Energy and Liveability of Cities",Springer Nature,,2014,2014,71,,449-462,Closed,Chapter,"Craig, Donna; Jeffery, Michael","Craig, Donna (Western Sydney University)","Craig, Donna (Western Sydney University); Jeffery, Michael (Western Sydney University)",Western Sydney University,grid.1029.a,Richmond,New South Wales,Australia,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1030561445,18 Law and Legal Studies; 1801 Law,,,,,,C14 Geography and Environmental Studies,
25,pub.1102415665,10.2139/ssrn.2503406,,,Water Sector Climate Change Action Plans for the Punjab Province of Pakistan,SSRN Electronic Journal,,Elsevier,,2014,2014,,,,"All OA; Green, Submitted",Preprint,"Mallick, Seeme",,"Mallick, Seeme ()",,,,,,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1102415665,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,C14 Geography and Environmental Studies,13 Climate Action
25,pub.1048389464,10.1057/9781137360595_8,,,Climate Change and Environmental Sustainability in Africa’s Development,,Development Policy in Africa,Springer Nature,,2014,2014,,,175-198,Closed,Chapter,"Kararach, George",,"Kararach, George ()",,,,,,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1048389464,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,C14 Geography and Environmental Studies,13 Climate Action
25,pub.1021374601,10.1016/j.proeng.2014.11.216,,,Using Smart Meters for Household Water Consumption Feedback: Knowns and Unknowns,Procedia Engineering,,Elsevier,,2014,2014,89,,990-997,All OA; Bronze,Article,"Sønderlund, A.L.; Smith, J.R.; Hutton, C.; Kapelan, Z.","Smith, J.R. (University of Exeter)","Sønderlund, A.L. (University of Exeter); Smith, J.R. (University of Exeter); Hutton, C. (University of Bristol); Kapelan, Z. (University of Exeter)",University of Exeter; University of Bristol,grid.8391.3; grid.5337.2,Exeter; Bristol,; ,United Kingdom; United Kingdom,,,,,,20,10,,3.5,65,https://doi.org/10.1016/j.proeng.2014.11.216,https://app.dimensions.ai/details/publication/pub.1021374601,09 Engineering; 0907 Environmental Engineering,,,,,,B12 Engineering,
25,pub.1102421727,10.2139/ssrn.2543629,,,"Colorado River Water in Southern California: Evolution of the Allocation Framework, 1922-2015",SSRN Electronic Journal,,Elsevier,,2014,2014,,,,"All OA; Green, Submitted",Preprint,"Robison, Jason",,"Robison, Jason (University of Wyoming)",University of Wyoming,grid.135963.b,Laramie,Wyoming,United States,,,,,,0,0,,0.0,1,,https://app.dimensions.ai/details/publication/pub.1102421727,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,C14 Geography and Environmental Studies,
25,pub.1023126414,10.1016/b978-0-12-411466-1.00003-3,,,Chapter 3 Threats,,"Drinking Water Security for Engineers, Planners, and Managers",Elsevier,,2014,2014,,,45-67,Closed,Chapter,"Jain, Ravi; Camarillo, Mary Kay; Stringfellow, William T.",,"Jain, Ravi (); Camarillo, Mary Kay (); Stringfellow, William T. ()",,,,,,,,,,,0,0,,0.0,1,,https://app.dimensions.ai/details/publication/pub.1023126414,09 Engineering; 0907 Environmental Engineering,,,,,,B12 Engineering,3 Good Health and Well Being
25,pub.1039349345,10.1007/978-94-007-2512-6_98,,,Bioethics and Human Rights,,Handbook of Global Bioethics,Springer Nature,,2014,2014,,,467-484,Closed,Chapter,"Faunce, Thomas","Faunce, Thomas (Australian National University)","Faunce, Thomas (Australian National University)",Australian National University,grid.1001.0,Canberra,Australian Capital Territory,Australia,,,,,,1,0,,1.37,,,https://app.dimensions.ai/details/publication/pub.1039349345,18 Law and Legal Studies; 1801 Law,,,,,,C18 Law,"16 Peace, Justice and Strong Institutions"
25,pub.1102420955,10.2139/ssrn.2536894,,,The Virtual Water of Siberia and the Russian Far East for the Asia-Pacific Region: Global Gains vs Regional Sustainability,SSRN Electronic Journal,,Elsevier,,2014,2014,,,,"All OA; Green, Submitted",Preprint,"Likhacheva, Anastasia; Makarov, Igor A.",,"Likhacheva, Anastasia (National Research University Higher School of Economics); Makarov, Igor A. (National Research University Higher School of Economics)",National Research University Higher School of Economics,grid.410682.9,Moscow,,Russia,,,,,,1,0,,0.69,,,https://app.dimensions.ai/details/publication/pub.1102420955,1606 Political Science; 16 Studies in Human Society,,,,,,C19 Politics and International Studies,
25,pub.1016064340,10.4236/jwarp.2014.66053,,,"Water Distribution in the Perspectives of Stakeholders and Water Users in the Tarim River Catchment, Xinjiang, China",Journal of Water Resource and Protection,,Scientific Research Publishing,,2014,2014,2014,06,543-555,All OA; Hybrid,Article,"Peng, Haiyan; Thevs, Niels; Ott, Konrad",,"Peng, Haiyan (); Thevs, Niels (); Ott, Konrad ()",,,,,,,,,,,8,2,,1.4,,http://www.scirp.org/journal/PaperDownload.aspx?paperID=45424,https://app.dimensions.ai/details/publication/pub.1016064340,09 Engineering; 0907 Environmental Engineering,,,,,,C14 Geography and Environmental Studies,6 Clean Water and Sanitation
20,pub.1011861091,10.1016/j.proeng.2014.11.231,,,"Smart Meters, Smart Water, Smart Societies: The iWIDGET Project",Procedia Engineering,,Elsevier,,2014,2014,89,,1105-1112,All OA; Bronze,Article,"Savić, D.; Vamvakeridou-Lyroudia, L.; Kapelan, Z.","Savić, D. (University of Exeter)","Savić, D. (University of Exeter); Vamvakeridou-Lyroudia, L. (University of Exeter); Kapelan, Z. (University of Exeter)",University of Exeter,grid.8391.3,Exeter,,United Kingdom,,,,,,15,11,,2.63,1,https://doi.org/10.1016/j.proeng.2014.11.231,https://app.dimensions.ai/details/publication/pub.1011861091,09 Engineering; 0907 Environmental Engineering,,,,,,B12 Engineering,13 Climate Action
20,pub.1102438675,10.2139/ssrn.2649245,,,Trinity of Sustainability: Water Security and Networking in Myanmar and Cambodia,SSRN Electronic Journal,,Elsevier,,2014,2014,,,,"All OA; Green, Submitted",Preprint,"Leou-On, Yune",,"Leou-On, Yune (University of San Francisco)",University of San Francisco,grid.267103.1,San Francisco,California,United States,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1102438675,1608 Sociology; 16 Studies in Human Society,,,,,,C17 Business and Management Studies,
20,pub.1003897418,10.1016/j.aqpro.2014.07.002,,,Impacting Policy: Harnessing Science on Climate Change and Water through Partnerships with Decision-makers in the Middle East and North Africa – Reflections,Aquatic Procedia,,Elsevier,,2014,2014,2,,3-8,All OA; Bronze,Article,"McDonnell, R.A.; Bergaoui, K.; Khalaf, A.; Zaaboul, R.; Fraj, M. Belhaj","McDonnell, R.A. (International Center for Biosaline Agriculture)","McDonnell, R.A. (International Center for Biosaline Agriculture); Bergaoui, K. (International Center for Biosaline Agriculture); Khalaf, A. (International Center for Biosaline Agriculture); Zaaboul, R. (International Center for Biosaline Agriculture); Fraj, M. Belhaj (International Center for Biosaline Agriculture)",International Center for Biosaline Agriculture,grid.466870.b,Dubai,,United Arab Emirates,,,,,,0,0,,0.0,,https://doi.org/10.1016/j.aqpro.2014.07.002,https://app.dimensions.ai/details/publication/pub.1003897418,1606 Political Science; 16 Studies in Human Society,,,,,,C19 Politics and International Studies,
20,pub.1009485334,10.1016/b978-0-12-411466-1.00008-2,,,Chapter 8 Conclusions,,"Drinking Water Security for Engineers, Planners, and Managers",Elsevier,,2014,2014,,,173-174,Closed,Chapter,"Jain, Ravi; Camarillo, Mary Kay; Stringfellow, William T.",,"Jain, Ravi (); Camarillo, Mary Kay (); Stringfellow, William T. ()",,,,,,,,,,,0,0,,0.0,,,https://app.dimensions.ai/details/publication/pub.1009485334,05 Environmental Sciences; 0502 Environmental Science and Management,,,,,,B12 Engineering,
20,pub.1032921852,10.1007/978-3-319-01092-2_2,,,Protecting Water Supply Critical Infrastructure: An Overview,,Securing Water and Wastewater Systems,Springer Nature,,2014,2014,,,29-85,Closed,Chapter,"Janke, Robert; Tryby, Michael E.; Clark, Robert M.","Janke, Robert (Environmental Protection Agency)","Janke, Robert (Environmental Protection Agency); Tryby, Michael E. (Environmental Protection Agency); Clark, Robert M. ()",Environmental Protection Agency,grid.418698.a,Washington D.C.,District of Columbia,United States,,,,,,10,8,,4.44,,,https://app.dimensions.ai/details/publication/pub.1032921852,1605 Policy and Administration; 16 Studies in Human Society,,,,,,C19 Politics and International Studies,"16 Peace, Justice and Strong Institutions"
20,pub.1024797816,10.1007/978-94-007-7969-3_1,,,Remote Sensing in Support of the Geo-information in Europe,Remote Sensing and Digital Image Processing,Land Use and Land Cover Mapping in Europe,Springer Nature,,2014,2014,18,,3-10,Closed,Chapter,"Manakos, Ioannis; Lavender, Samantha","Manakos, Ioannis (Centre for Research and Technology Hellas)","Manakos, Ioannis (Centre for Research and Technology Hellas); Lavender, Samantha ()",Centre for Research and Technology Hellas,grid.423747.1,Thessaloniki,,Greece,,,,,,3,2,,0.98,,,https://app.dimensions.ai/details/publication/pub.1024797816,1605 Policy and Administration; 09 Engineering; 0909 Geomatic Engineering; 16 Studies in Human Society,,,,,,C14 Geography and Environmental Studies,
17,pub.1005328213,10.1007/978-94-007-7338-7_4,,,"Climate and Security in Asia and the Pacific (Food, Water and Energy)",Advances in Global Change Research,Climate in Asia and the Pacific,Springer Nature,,2014,2014,56,,129-198,Closed,Chapter,"Heath, Lance; Salinger, Michael James; Falkland, Tony; Hansen, James; Jiang, Kejun; Kameyama, Yasuko; Kishi, Michio; Lebel, Louis; Meinke, Holger; Morton, Katherine; Nikitina, Elena; Shukla, P. R.; White, Ian","Heath, Lance (Australian National University)","Heath, Lance (Australian National University); Salinger, Michael James (University of Auckland); Falkland, Tony (); Hansen, James (Columbia University); Jiang, Kejun (National Development and Reform Commission); Kameyama, Yasuko (National Institute for Environmental Studies); Kishi, Michio (Hokkaido University); Lebel, Louis (Chiang Mai University); Meinke, Holger (University of Tasmania); Morton, Katherine (Australian National University); Nikitina, Elena (); Shukla, P. R. (Indian Institute of Management Ahmedabad); White, Ian (Australian National University)",Indian Institute of Management Ahmedabad; Australian National University; Columbia University; University of Tasmania; National Development and Reform Commission; Chiang Mai University; National Institute for Environmental Studies; University of Auckland; Hokkaido University,grid.418226.b; grid.1001.0; grid.21729.3f; grid.1009.8; grid.464259.8; grid.7132.7; grid.140139.e; grid.9654.e; grid.39158.36,Ahmedabad; Canberra; New York; Hobart; Beijing; Chiang Mai; Tsukuba; Auckland; Sapporo,; Australian Capital Territory; New York; Tasmania; ; Chiang Mai; ; ; Hokkaidô,India; Australia; United States; Australia; China; Thailand; Japan; New Zealand; Japan,,,,,,4,3,,0.6,2,,https://app.dimensions.ai/details/publication/pub.1005328213,0602 Ecology; 06 Biological Sciences,,,,,,C14 Geography and Environmental Studies,13 Climate Action; 14 Life Below Water
